season,date,event,patch,blue_team,red_team,winner,ban_1_blue_team,ban_2_blue_team,ban_3_blue_team,ban_4_blue_team,ban_5_blue_team,ban_1_red_team,ban_2_red_team,ban_3_red_team,ban_4_red_team,ban_5_red_team,pick_1_blue_team,pick_2_blue_team,pick_3_blue_team,pick_4_blue_team,pick_5_blue_team,pick_1_red_team,pick_2_red_team,pick_3_red_team,pick_4_red_team,pick_5_red_team,top_blue_team,jungler_blue_team,mid_blue_team,adc_blue_team,support_blue_team,top_red_team,jungler_red_team,mid_red_team,adc_red_team,support_red_team
11,2021-10-06,Play in,11.19,Beyond_Gaming,Unicorns_of_Love_2e-CIS,Beyond_Gaming,Kassadin,Camille,Irelia,Amumu,Galio,Aphelios,Lucian,Ryze,Yone,Orianna,Jayce,Xin Zhao,Syndra,Ezreal,Rakan,Wukong,Lee Sin,Sylas,Miss Fortune,Nautilus,Liang, Husha, Maoan, Doggo, Kino,BOSS, AHaHaCiK, Nomanz, Argonavt, SaNTaS
11,2021-10-06,Play in,11.19,Galatasaray_Esports,DetonatioN_FocusMe,DetonatioN_FocusMe,Irelia,LeBlanc,Leona,Yone,Malphite,Miss Fortune,Ryze,Qiyana,Gwen,Twisted Fate,Jayce,Lee Sin,Azir,Lucian,Nami,Urgot,Xin Zhao,Zoe,Aphelios,Thresh,Crazy, Mojito, Bolulu, Alive, Zergsting,Evi, Steal, Aria, Yutapon, Gaeng
11,2021-10-06,Play in,11.19,Beyond_Gaming,Cloud9,Cloud9,LeBlanc,Qiyana,Irelia,Gangplank,Camille,Aphelios,Lucian,Ryze,Kennen,Gwen,Lillia,Graves,Yone,Miss Fortune,Amumu,Malphite,Lee Sin,Sylas,Ezreal,Leona,Liang, Husha, Maoan, Doggo, Kino,Fudge, Blaber, Perkz, Zven, Vulcan
11,2021-10-06,Play in,11.19,RED_Canids,Hanwha_Life_Esports,Hanwha_Life_Esports,LeBlanc,Irelia,Ezreal,Yone,Tryndamere,Lee Sin,Lucian,Gwen,Kennen,Ryze,Jax,Xin Zhao,Twisted Fate,Miss Fortune,Amumu,Camille,Taliyah,Sylas,Kai'Sa,Leona,Guigo, Aegis, Grevthar, TitaN, Jojo,Morgan, Willer, Chovy, Deft, Vsta
11,2021-10-06,Play in,11.19,INFINITY,PEACE__28-Oceanic_Team_29-,PEACE__28-Oceanic_Team_29-,Twisted Fate,Poppy,Nidalee,Ziggs,Ezreal,LeBlanc,Lucian,Miss Fortune,Aatrox,Kennen,Gnar,Lee Sin,Sylas,Aphelios,Rakan,Jayce,Lillia,Irelia,Xayah,Leona,Buggax, SolidSnake, cody, Whitelotus, Ackerman,Vizicsacsi, Babip, Tally, Violet, Aladoric
11,2021-10-06,Play in,11.19,RED_Canids,LNG_Esports,LNG_Esports,LeBlanc,Qiyana,Camille,Braum,Sylas,Lee Sin,Nami,Amumu,Leona,Jarvan IV,Kennen,Xin Zhao,Irelia,Miss Fortune,Lulu,Jayce,Gragas,Zed,Lucian,Rakan,Guigo, Aegis, Grevthar, TitaN, Jojo,Ale, Tarzan, icon, Light, Iwandy
11,2021-10-06,Play in,11.19,PEACE__28-Oceanic_Team_29-,Hanwha_Life_Esports,Hanwha_Life_Esports,Camille,Tryndamere,LeBlanc,Yone,Yasuo,Lucian,Lee Sin,Nidalee,Ezreal,Ziggs,Renekton,Lillia,Irelia,Tristana,Rakan,Aatrox,Taliyah,Azir,Miss Fortune,Amumu,Vizicsacsi, Babip, Tally, Violet, Aladoric,Morgan, Willer, Chovy, Deft, Vsta
11,2021-10-05,Play in,11.19,Unicorns_of_Love_2e-CIS,Galatasaray_Esports,Galatasaray_Esports,Lucian,Ryze,Jax,Renekton,Jayce,Irelia,Kassadin,Lee Sin,Sylas,Galio,Camille,Trundle,LeBlanc,Ezreal,Amumu,Gwen,Talon,Twisted Fate,Miss Fortune,Rakan,BOSS, AHaHaCiK, Nomanz, Argonavt, SaNTaS,Crazy, Mojito, Bolulu, Alive, Zergsting
11,2021-10-05,Play in,11.19,DetonatioN_FocusMe,Cloud9,Cloud9,Sion,Syndra,Twisted Fate,Rakan,Amumu,Talon,Lucian,Lee Sin,Ezreal,Thresh,Gnar,Xin Zhao,LeBlanc,Jhin,Alistar,Irelia,Qiyana,Sylas,Miss Fortune,Leona,Evi, Steal, Aria, Yutapon, Gaeng,Fudge, Blaber, Perkz, Zven, Vulcan
11,2021-10-05,Play in,11.19,Galatasaray_Esports,Beyond_Gaming,Galatasaray_Esports,Irelia,Draven,Aphelios,Karma,Rakan,Lee Sin,Lucian,Amumu,Leona,Jayce,Kennen,Qiyana,Ryze,Miss Fortune,Bard,Jarvan IV,Xin Zhao,Orianna,Ezreal,Braum,Crazy, Mojito, Bolulu, Alive, Zergsting,PK, Husha, Maoan, Doggo, Kino
11,2021-10-05,Play in,11.19,Unicorns_of_Love_2e-CIS,DetonatioN_FocusMe,DetonatioN_FocusMe,Ryze,Xin Zhao,Amumu,Sett,Poppy,Camille,Kassadin,Irelia,Gwen,Sylas,Jayce,Lee Sin,Orianna,Lucian,Rakan,Gnar,Talon,LeBlanc,Miss Fortune,Leona,BOSS, AHaHaCiK, Nomanz, Argonavtt, SaNTaS,Evi, Steal, Aria, Yutapon, Gaeng
11,2021-10-05,Play in,11.19,Hanwha_Life_Esports,INFINITY,Hanwha_Life_Esports,LeBlanc,Lucian,Jarvan IV,Gnar,Kennen,Irelia,Tryndamere,Camille,Orianna,Yone,Renekton,Lee Sin,Azir,Ezreal,Leona,Graves,Xin Zhao,Zoe,Miss Fortune,Amumu,Morgan, Willer, Chovy, Deft, Vsta,Buggax, SolidSnake, cody, Whitelotus, Ackerman
11,2021-10-05,Play in,11.19,LNG_Esports,PEACE__28-Oceanic_Team_29-,LNG_Esports,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,Lucian,Irelia,Lee Sin,Rakan,Thresh,Fiora,Qiyana,LeBlanc,Aphelios,Leona,Gangplank,Zed,Galio,Miss Fortune,Amumu,Ale, Tarzan, icon, Light, Iwandy,Vizicsacsi, Babip, Tally, Violet, Aladoric
11,2021-10-05,Play in,11.19,INFINITY,RED_Canids,RED_Canids,Lee Sin,Draven,Amumu,Irelia,Yone,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,Kennen,Jarvan IV,Sylas,Lucian,Nami,Camille,Lillia,Sett,Miss Fortune,Leona,Buggax, SolidSnake, cody, Whitelotus, Ackerman,Guigo, Aegis, Grevthar, TitaN, Jojo
11,2021-10-05,Play in,11.19,Hanwha_Life_Esports,LNG_Esports,LNG_Esports,Ryze,Xin Zhao,Lucian,Azir,LeBlanc,Lee Sin,Yuumi,Sylas,Ziggs,Braum,Irelia,Sejuani,Tryndamere,Ezreal,Karma,Jax,Qiyana,Gragas,Miss Fortune,Rakan,Morgan, Willer, Chovy, Deft, Vsta,Ale, Tarzan, icon, Light, Iwandy
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,EDward_Gaming,Jarvan IV,Ryze,Nami,Viego,LeBlanc,Yuumi,Lee Sin,Twisted Fate,Qiyana,Talon,Graves,Trundle,Syndra,Ziggs,Leona,Kennen,Xin Zhao,Zoe,Aphelios,Rakan,Khan, Canyon, ShowMaker, Ghost, BeryL,Flandre, JieJie, Scout, Viper, Meiko
11,2021-11-06,Main,11.19,EDward_Gaming,DWG_KIA,EDward_Gaming,Qiyana,Aphelios,Twisted Fate,Kennen,Jayce,Yuumi,Jarvan IV,Lee Sin,Ryze,LeBlanc,Graves,Viego,Zoe,Lucian,Lulu,Gwen,Talon,Orianna,Jhin,Nami,Flandre, JieJie, Scout, Viper, Meiko,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-11-06,Main,11.19,EDward_Gaming,DWG_KIA,DWG_KIA,Qiyana,Rakan,Graves,Irelia,Lucian,Yuumi,Nami,Jarvan IV,Ziggs,Jinx,Jayce,Xin Zhao,Twisted Fate,Jhin,Leona,Gragas,Lee Sin,Sylas,Aphelios,Braum,Flandre, JieJie, Scout, Viper, Meiko,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,DWG_KIA,Aphelios,Nami,Jarvan IV,Xayah,Ezreal,Yuumi,Twisted Fate,Lee Sin,Lissandra,Poppy,Graves,Qiyana,Malzahar,Jhin,Leona,Irelia,Xin Zhao,LeBlanc,Kai'Sa,Rakan,Khan, Canyon, ShowMaker, Ghost, BeryL,Flandre, JieJie, Scout, Viper, Meiko
11,2021-11-06,Main,11.19,DWG_KIA,EDward_Gaming,EDward_Gaming,Aphelios,Nami,Lissandra,Kennen,Leona,Yuumi,Twisted Fate,Lee Sin,Talon,Qiyana,Yasuo,Xin Zhao,LeBlanc,Ziggs,Rakan,Graves,Jarvan IV,Ryze,Jhin,Zilean,Khan, Canyon, ShowMaker, Ghost, BeryL,Flandre, JieJie, Scout, Viper, Meiko
11,2021-10-31,Main,11.19,Gen_2e-G,EDward_Gaming,EDward_Gaming,LeBlanc,Twisted Fate,Lucian,Zoe,Kennen,Yuumi,Lee Sin,Aphelios,Syndra,Azir,Renekton,Xin Zhao,Orianna,Miss Fortune,Rakan,Graves,Jarvan IV,Ryze,Jhin,Leona,Rascal, Clid, Bdd, Ruler, Life,Flandre, JieJie, Scout, Viper, Meiko
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,EDward_Gaming,Syndra,Aphelios,Lee Sin,Xin Zhao,Poppy,LeBlanc,Yuumi,Twisted Fate,Ryze,Orianna,Kennen,Jarvan IV,Zoe,Lucian,Nami,Graves,Viego,Azir,Miss Fortune,Lulu,Flandre, JieJie, Scout, Viper, Meiko,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,Gen_2e-G,Syndra,Graves,Aphelios,Azir,Kennen,LeBlanc,Yuumi,Twisted Fate,Ryze,Orianna,Gwen,Jarvan IV,Viktor,Lucian,Nami,Renekton,Lee Sin,Zoe,Miss Fortune,Lulu,Flandre, JieJie, Scout, Viper, Meiko,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-31,Main,11.19,Gen_2e-G,EDward_Gaming,Gen_2e-G,LeBlanc,Twisted Fate,Lucian,Ezreal,Draven,Yuumi,Syndra,Aphelios,Kennen,Galio,Renekton,Lee Sin,Azir,Jhin,Rakan,Graves,Jarvan IV,Ryze,Jinx,Lulu,Rascal, Clid, Bdd, Ruler, Life,Flandre, JieJie, Scout, Viper, Meiko
11,2021-10-31,Main,11.19,EDward_Gaming,Gen_2e-G,EDward_Gaming,Syndra,Aphelios,Graves,Azir,Kennen,Twisted Fate,LeBlanc,Yuumi,Jayce,Ryze,Jax,Jarvan IV,Orianna,Lucian,Nami,Gwen,Lee Sin,Seraphine,Miss Fortune,Lulu,Flandre, JieJie, Scout, Viper, Meiko,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-30,Main,11.19,T1,DWG_KIA,DWG_KIA,LeBlanc,Jarvan IV,Ryze,Qiyana,Kassadin,Lee Sin,Yuumi,Twisted Fate,Lulu,Thresh,Kennen,Xin Zhao,Azir,Aphelios,Zilean,Graves,Talon,Zoe,Ziggs,Rakan,Canna, Oner, Faker, Gumayusi, Keria,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-10-30,Main,11.19,DWG_KIA,T1,DWG_KIA,Aphelios,Nami,Graves,Jinx,Ziggs,Yuumi,Lee Sin,Twisted Fate,Kennen,Irelia,Gragas,Qiyana,LeBlanc,Jhin,Rakan,Jayce,Jarvan IV,Ryze,Lucian,Lulu,Khan, Canyon, ShowMaker, Ghost, BeryL,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-30,Main,11.19,DWG_KIA,T1,T1,Aphelios,Nami,Graves,Gwen,Rakan,Yuumi,Lee Sin,Twisted Fate,Leona,Jayce,Lucian,Jarvan IV,Syndra,Miss Fortune,Maokai,Kennen,Xin Zhao,Ryze,Jhin,Zilean,Khan, Canyon, ShowMaker, Ghost, BeryL,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-30,Main,11.19,T1,DWG_KIA,T1,Ryze,Twisted Fate,Jarvan IV,Miss Fortune,Ziggs,Yuumi,Aphelios,Lucian,Gwen,Kennen,Yasuo,Lee Sin,Lissandra,Jhin,Rakan,Graves,Xin Zhao,LeBlanc,Draven,Alistar,Canna, Oner, Faker, Gumayusi, Keria,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-10-30,Main,11.19,DWG_KIA,T1,DWG_KIA,Aphelios,Nami,Graves,Thresh,Jinx,Yuumi,Syndra,Twisted Fate,Ziggs,Rakan,Lucian,Lee Sin,LeBlanc,Jhin,Maokai,Jayce,Poppy,Ryze,Miss Fortune,Leona,Khan, Canyon, ShowMaker, Ghost, BeryL,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-25,Main,11.19,Cloud9,Gen_2e-G,Gen_2e-G,Aphelios,Nami,Irelia,Kennen,Azir,LeBlanc,Twisted Fate,Yuumi,Olaf,Xin Zhao,Graves,Jarvan IV,Syndra,Miss Fortune,Leona,Renekton,Lee Sin,Zoe,Jhin,Rakan,Fudge, Blaber, Perkz, Zven, Vulcan,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-25,Main,11.19,Cloud9,Gen_2e-G,Gen_2e-G,Aphelios,Nami,Jarvan IV,Azir,Kennen,LeBlanc,Twisted Fate,Yuumi,Irelia,Jayce,Malphite,Poppy,Sylas,Miss Fortune,Leona,Graves,Lee Sin,Syndra,Jhin,Rakan,Fudge, Blaber, Perkz, Zven, Vulcan,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-25,Main,11.19,Gen_2e-G,Cloud9,Gen_2e-G,LeBlanc,Irelia,Twisted Fate,Rakan,Leona,Yuumi,Renekton,Miss Fortune,Azir,Sett,Kennen,Xin Zhao,Aatrox,Aphelios,Lulu,Jarvan IV,Lee Sin,Yasuo,Ziggs,Nautilus,Rascal, Clid, Bdd, Ruler, Life,Fudge, Blaber, Perkz, Zven, Vulcan
11,2021-10-24,Main,11.19,MAD_Lions,DWG_KIA,DWG_KIA,Aphelios,Graves,Twisted Fate,Leona,Ezreal,Yuumi,Lucian,LeBlanc,Jarvan IV,Xin Zhao,Wukong,Gragas,Viktor,Miss Fortune,Rakan,Jayce,Lee Sin,Syndra,Ziggs,Pyke,Armut, Elyoya, Humanoid, Carzzy, Kaiser,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-10-24,Main,11.19,MAD_Lions,DWG_KIA,DWG_KIA,Aphelios,Twisted Fate,Graves,Irelia,Syndra,Lucian,LeBlanc,Yuumi,Xin Zhao,Ryze,Jayce,Jarvan IV,Orianna,Miss Fortune,Rakan,Kennen,Lee Sin,Azir,Jhin,Leona,Armut, Elyoya, Humanoid, Carzzy, Kaiser,Khan, Canyon, ShowMaker, Ghost, BeryL
11,2021-10-24,Main,11.19,DWG_KIA,MAD_Lions,DWG_KIA,Irelia,Nami,Jarvan IV,Thresh,Xin Zhao,LeBlanc,Yuumi,Twisted Fate,Kennen,Jayce,Gwen,Lee Sin,Syndra,Miss Fortune,Rakan,Gnar,Graves,Orianna,Aphelios,Leona,Khan, Canyon, ShowMaker, Ghost, BeryL,Armut, Elyoya, Humanoid, Carzzy, Kaiser
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,EDward_Gaming,Galio,Lucian,Annie,Kennen,Malzahar,Twisted Fate,LeBlanc,Aphelios,Olaf,Poppy,Graves,Jarvan IV,Ryze,Ezreal,Yuumi,Gwen,Lee Sin,Orianna,Miss Fortune,Nautilus,Flandre, JieJie, Scout, Viper, Meiko,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,Royal_Never_Give_Up,Galio,Lucian,Nautilus,Rakan,Rell,Lee Sin,Twisted Fate,LeBlanc,Olaf,Poppy,Graves,Xin Zhao,Ryze,Miss Fortune,Yuumi,Kennen,Jarvan IV,Annie,Aphelios,Lulu,Flandre, JieJie, Scout, Viper, Meiko,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-23,Main,11.19,Royal_Never_Give_Up,EDward_Gaming,EDward_Gaming,LeBlanc,Yuumi,Jarvan IV,Thresh,Zoe,Twisted Fate,Ryze,Lee Sin,Ziggs,Nami,Lucian,Xin Zhao,Galio,Miss Fortune,Rakan,Graves,Olaf,Azir,Aphelios,Lulu,Xiaohu, Wei, Cryin, GALA, Ming,Flandre, JieJie, Scout, Viper, Meiko
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,EDward_Gaming,Jarvan IV,Lucian,Galio,Nautilus,Rakan,Lee Sin,LeBlanc,Twisted Fate,Poppy,Malphite,Graves,Olaf,Ryze,Ezreal,Yuumi,Jayce,Xin Zhao,Annie,Miss Fortune,Alistar,Flandre, JieJie, Scout, Viper, Meiko,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-23,Main,11.19,EDward_Gaming,Royal_Never_Give_Up,Royal_Never_Give_Up,Gragas,Galio,Yuumi,Lulu,Thresh,Lee Sin,Twisted Fate,LeBlanc,Graves,Zoe,Jayce,Jarvan IV,Malzahar,Lucian,Nami,Irelia,Xin Zhao,Ryze,Aphelios,Nautilus,Flandre, JieJie, Scout, Viper, Meiko,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-22,Main,11.19,Hanwha_Life_Esports,T1,T1,Jayce,Yuumi,Graves,Gwen,Kennen,Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona,Renekton,Olaf,LeBlanc,Varus,Braum,Gnar,Talon,Lissandra,Aphelios,Thresh,Morgan, Willer, Chovy, Deft, Vsta,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-22,Main,11.19,Hanwha_Life_Esports,T1,T1,Jayce,Yuumi,Graves,Kennen,Thresh,Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona,Renekton,Xin Zhao,LeBlanc,Varus,Nautilus,Gwen,Poppy,Lissandra,Aphelios,Braum,Morgan, Willer, Chovy, Deft, Vsta,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-22,Main,11.19,T1,Hanwha_Life_Esports,T1,Sylas,LeBlanc,Jarvan IV,Leona,Rakan,Yuumi,Lee Sin,Twisted Fate,Ryze,Azir,Graves,Talon,Orianna,Aphelios,Thresh,Irelia,Xin Zhao,Zoe,Miss Fortune,Braum,Canna, Oner, Faker, Gumayusi, Keria,Morgan, Willer, Chovy, Deft, Vsta
11,2021-10-18,Main,11.19,Gen_2e-G,MAD_Lions,Gen_2e-G,LeBlanc,Twisted Fate,Ryze,Orianna,Wukong,Aphelios,Graves,Viego,Talon,Xin Zhao,Kennen,Olaf,Syndra,Miss Fortune,Yuumi,Irelia,Lee Sin,Viktor,Lucian,Nami,Rascal, Clid, Bdd, Ruler, Life,Armut, Elyoya, Humanoid, Carzzy, Kaiser
11,2021-10-18,Main,11.19,MAD_Lions,LNG_Esports,MAD_Lions,Irelia,Aphelios,Lee Sin,Camille,Jayce,Twisted Fate,Yuumi,Nami,Jarvan IV,Xin Zhao,Gnar,Qiyana,LeBlanc,Ezreal,Rakan,Kennen,Viego,Ryze,Miss Fortune,Leona,Armut, Elyoya, Humanoid, Carzzy, Kaiser,Ale, Tarzan, icon, Light, Iwandy
11,2021-10-18,Main,11.19,Gen_2e-G,Team_Liquid,Gen_2e-G,LeBlanc,Camille,Irelia,Twisted Fate,Ryze,Lucian,Aphelios,Lee Sin,Trundle,Olaf,Graves,Jarvan IV,Zoe,Miss Fortune,Yuumi,Jayce,Xin Zhao,Syndra,Tristana,Rell,Rascal, Clid, Bdd, Ruler, Life,Alphari, Santorin, Jensen, Tactical, CoreJJ
11,2021-10-18,Main,11.19,LNG_Esports,MAD_Lions,MAD_Lions,Twisted Fate,Viego,Yuumi,Xin Zhao,Azir,Camille,LeBlanc,Aphelios,Kennen,Ryze,Jax,Lee Sin,Irelia,Ziggs,Leona,Gwen,Poppy,Orianna,Lucian,Nami,Ale, Tarzan, icon, Light, Iwandy,Armut, Elyoya, Humanoid, Carzzy, Kaiser
11,2021-10-18,Main,11.19,Team_Liquid,Gen_2e-G,Team_Liquid,Lucian,Aphelios,Yuumi,Jarvan IV,Viego,LeBlanc,Twisted Fate,Xin Zhao,Jayce,Ryze,Gnar,Lee Sin,Syndra,Jhin,Rakan,Renekton,Taliyah,Yone,Miss Fortune,Leona,Alphari, Santorin, Jensen, Tactical, CoreJJ,Rascal, Clid, Bdd, Ruler, Life
11,2021-10-18,Main,11.19,MAD_Lions,Team_Liquid,MAD_Lions,LeBlanc,Xin Zhao,Camille,Jayce,Graves,Lucian,Lee Sin,Yuumi,Braum,Wukong,Kennen,Viego,Sylas,Miss Fortune,Rakan,Jarvan IV,Trundle,Twisted Fate,Aphelios,Thresh,Armut, Elyoya, Humanoid, Carzzy, Kaiser,Alphari, Santorin, Jensen, Tactical, CoreJJ
11,2021-10-18,Main,11.19,Gen_2e-G,LNG_Esports,LNG_Esports,LeBlanc,Ryze,Gwen,Twisted Fate,Leona,Yuumi,Graves,Nami,Kennen,Braum,Irelia,Lee Sin,Azir,Aphelios,Lulu,Fiora,Xin Zhao,Syndra,Miss Fortune,Rakan,Burdol, Clid, Bdd, Ruler, Life,Ale, Tarzan, icon, Light, Iwandy
11,2021-10-18,Main,11.19,LNG_Esports,Team_Liquid,Team_Liquid,Twisted Fate,Kennen,Jayce,Gangplank,Gnar,Lucian,Lee Sin,Irelia,Talon,Camille,Gwen,Viego,Lissandra,Ezreal,Yuumi,Graves,Trundle,LeBlanc,Tristana,Rell,Ale, Tarzan, icon, Light, Iwandy,Alphari, Santorin, Jensen, Tactical, CoreJJ
11,2021-10-18,Main,11.19,Gen_2e-G,MAD_Lions,Gen_2e-G,Twisted Fate,LeBlanc,Ryze,Wukong,Kennen,Yuumi,Lucian,Irelia,Thresh,Braum,Graves,Lee Sin,Syndra,Aphelios,Rakan,Gwen,Viego,Azir,Miss Fortune,Leona,Burdol, Clid, Bdd, Ruler, Life,Armut, Elyoya, Humanoid, Carzzy, Kaiser
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,Royal_Never_Give_Up,Royal_Never_Give_Up,Jayce,Lucian,Yuumi,Leona,Rakan,Irelia,Camille,Lee Sin,Thresh,Nautilus,Jarvan IV,Viego,Twisted Fate,Aphelios,Gragas,Kennen,Xin Zhao,Galio,Miss Fortune,Rell,Morgan, Willer, Chovy, Deft, Vsta,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-17,Main,11.19,Fnatic,PSG_Talon,PSG_Talon,LeBlanc,Gangplank,Aphelios,Kennen,Gwen,Twisted Fate,Lucian,Yuumi,Ezreal,Kai'Sa,Graves,Viego,Zoe,Xayah,Rakan,Jayce,Jarvan IV,Syndra,Miss Fortune,Nautilus,Adam, Bwipo, Nisqy, BEAN, Hylissang,Hanabi, River, Maple, Unified, Kaiwing
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,Royal_Never_Give_Up,Hanwha_Life_Esports,Jayce,Lucian,Yuumi,Kennen,Camille,Renekton,Irelia,LeBlanc,Thresh,Leona,Aatrox,Lee Sin,Sylas,Aphelios,Rakan,Gwen,Jarvan IV,Twisted Fate,Miss Fortune,Braum,Morgan, Willer, Chovy, Deft, Vsta,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-17,Main,11.19,Fnatic,Hanwha_Life_Esports,Hanwha_Life_Esports,Irelia,Yasuo,Thresh,Aphelios,Kai'Sa,Lucian,Lee Sin,Yuumi,Jayce,Graves,Olaf,Xin Zhao,Twisted Fate,Miss Fortune,Rakan,Renekton,Viego,LeBlanc,Ezreal,Leona,Adam, Bwipo, Nisqy, BEAN, Hylissang,Morgan, Willer, Chovy, Deft, Vsta
11,2021-10-17,Main,11.19,PSG_Talon,Royal_Never_Give_Up,Royal_Never_Give_Up,Lucian,Irelia,Lee Sin,Jayce,Kennen,Zoe,Xin Zhao,Graves,Olaf,Qiyana,Gwen,Talon,LeBlanc,Jhin,Yuumi,Camille,Jarvan IV,Twisted Fate,Miss Fortune,Nautilus,Hanabi, River, Maple, Unified, Kaiwing,Xiaohu, Wei, Cryin, GALA, Ming
11,2021-10-17,Main,11.19,Royal_Never_Give_Up,Fnatic,Fnatic,Rakan,Graves,Olaf,Leona,Sett,Lucian,Twisted Fate,Yuumi,Thresh,Irelia,Gragas,Lee Sin,LeBlanc,Aphelios,Rell,Jayce,Viego,Ryze,Miss Fortune,Nautilus,Xiaohu, Wei, Cryin, GALA, Ming,Adam, Bwipo, Nisqy, BEAN, Hylissang
11,2021-10-17,Main,11.19,Hanwha_Life_Esports,PSG_Talon,Hanwha_Life_Esports,Lucian,Yuumi,LeBlanc,Jarvan IV,Jayce,Irelia,Lee Sin,Taliyah,Camille,Olaf,Renekton,Viego,Twisted Fate,Aphelios,Thresh,Graves,Xin Zhao,Sylas,Miss Fortune,Leona,Morgan, Willer, Chovy, Deft, Vsta,Hanabi, River, Maple, Unified, Kaiwing
11,2021-10-16,Main,11.19,100_Thieves,EDward_Gaming,100_Thieves,Irelia,Tryndamere,Twisted Fate,LeBlanc,Jarvan IV,Yuumi,Lee Sin,Malphite,Gangplank,Talon,Kennen,Viego,Ryze,Lucian,Nami,Graves,Xin Zhao,Syndra,Aphelios,Lulu,Ssumday, Closer, Abbedagge, FBI, huhi,Flandre, JieJie, Scout, Viper, Meiko
11,2021-10-16,Main,11.19,DetonatioN_FocusMe,T1,T1,Lee Sin,Lucian,Twisted Fate,Azir,Jarvan IV,LeBlanc,Irelia,Ryze,Talon,Xin Zhao,Renekton,Shaco,Zoe,Jhin,Yuumi,Graves,Qiyana,Orianna,Aphelios,Lulu,Evi, Steal, Aria, Yutapon, Gaeng,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-16,Main,11.19,100_Thieves,DetonatioN_FocusMe,100_Thieves,LeBlanc,Irelia,Xin Zhao,Urgot,Sett,Lucian,Graves,Yuumi,Aphelios,Draven,Gangplank,Lee Sin,Sylas,Kai'Sa,Alistar,Tryndamere,Poppy,Twisted Fate,Miss Fortune,Leona,Ssumday, Closer, Abbedagge, FBI, huhi,Evi, Steal, Aria, Yutapon, Gaeng
11,2021-10-16,Main,11.19,EDward_Gaming,T1,T1,Irelia,Draven,Lucian,Qiyana,Xin Zhao,Graves,Lee Sin,Jarvan IV,Jhin,Sylas,Jayce,Talon,Ryze,Miss Fortune,Yuumi,Kennen,Poppy,Twisted Fate,Aphelios,Lulu,Flandre, JieJie, Scout, Viper, Meiko,Canna, Oner, Faker, Gumayusi, Keria
11,2021-10-16,Main,11.19,T1,100_Thieves,T1,Ryze,LeBlanc,Graves,Renekton,Kennen,Yuumi,Lucian,Twisted Fate,Azir,Irelia,Jayce,Jarvan IV,Zoe,Aphelios,Thresh,Malphite,Lee Sin,Orianna,Ezreal,Leona,Canna, Oner, Faker, Gumayusi, Keria,Ssumday, Closer, Abbedagge, FBI, huhi
11,2021-10-16,Main,11.19,DetonatioN_FocusMe,EDward_Gaming,EDward_Gaming,Graves,Lucian,Twisted Fate,Draven,Aphelios,Urgot,Lee Sin,Yuumi,Leona,Ezreal,Poppy,Xin Zhao,LeBlanc,Jhin,Alistar,Jayce,Talon,Lissandra,Miss Fortune,Rakan,Evi, Steal, Aria, Yutapon, Gaeng,Flandre, JieJie, Scout, Viper, Meiko
